-113.5576037,53.30747991,"Costco - 22584 46 Ave E, AB-2-S Exit 522; Nisku",AB T0C 0V0>825-319-2061 
-110.732632,50.062658,Costco (Gas) - 2350 Box Springs Blvd NW; Medicine Hat,AB T1C 0C8>403-581-5702
-112.794871,49.660711,Costco (Gas) - 3200 Mayor Magrath Dr S; Lethbridge,AB T1K 6Y6>403-320-8903
-113.94889,50.70502,Costco (Gas) - 202-104 Southbank Blvd; Okotoks,AB T1S 0G1>403-995-5150
-113.98864,51.07883,Costco - 2853 32nd St NE; Calgary,AB T1Y 6T7>403-299-1620
-113.911809,51.04179,Costco (Gas/Diesel) - 75 E Hills Blvd SE; Calgary,AB T2A 6J8>587-470-4458
-114.044867,50.98953,Costco (Gas) - 99 Heritage Gate SE; Calgary,AB T2H 3A7>403-313-7650
-114.16206,51.15717,Costco (Gas) - 11588 Sarcee Trl NW; AB-201 Exit 46; Calgary,AB T3R 0A1>403-516-3701
-114.145197,50.93637,Costco (Gas) - 12905 Buffalo Run Blvd; Tsuut'ina,AB T3T 0E3>587-441-8180
-113.984357,51.210648,Costco (Gas) - 300-293020 Crossiron Blvd; AB-2 Exit 275; Rocky View,AB T4A 0J6>403-516-5052
-113.802295,52.266741,Costco (Gas) - 162 Leva Ave; AB-2 Exit 391; Red Deer,AB T4E 1B9>403-340-1924
-113.41394,53.59538,Costco (Gas) - 13650 50th St; Edmonton,AB T5A 4Y3>780-478-0066
-113.649012,53.545587,Costco - 10310 186 St NW; Edmonton,AB T5S 2X6>825-525-5771
-113.68796,53.5286,Costco (Gas) - 7259 Winterburn Rd; Edmonton,AB T5T 6T7>780-341-2810
-113.57876,53.57903,Costco (Gas) - 12450 149th St NW; Edmonton,AB T5V 1G9>780-455-7575
-113.468621,53.455234,Costco (Gas) - 2616 91st St NW; Edmonton,AB T6N 1N2>780-577-1200
-113.3184,53.54635,Costco (Gas) - 2201 Broadmoor Blvd; Sherwood Park,AB T8H 0A1>780-410-2520
-113.639642,53.671545,Costco (Gas) - 1075 Saint Albert Trail; Saint Albert,AB T8N 4K6>780-544-2008
-118.845291,55.169518,Costco (Gas) - 9901 116th St; Grand Prairie,AB T8V 6H6>780-539-9373
-113.552477,53.308225,Costco (Gas) - 2584 46 Ave E Airport Rd; AB-2 Exit 522; Nisku,AB T9E 1K2>825-319-2061
-149.803725,61.211183,Costco (Gas) - 4125 DeBarr Rd; Anchorage,AK 99508>907-269-9510
-149.88409,61.143268,Costco (Gas/Diesel) - 330 W Dimond Blvd; Anchorage,AK 99515>907-349-2335
-147.707275,64.852882,Costco (Gas) - 48 College Rd; Fairbanks,AK 99701>907-205-3607
-134.482326,58.359471,Costco - 5225 Commercial Blvd; Juneau,AK 99801>907-780-6740
-86.812736,33.379407,Costco (Gas) - 3650 Galleria CR; I-459 Exit 13; Hoover,AL 35244>205-909-1039
-86.602743,34.743447,Costco (Gas) - 1205 Memorial Pkwy NW; I-565 Exit 19; Huntsville,AL 35801>256-519-2223
-86.150351,32.364358,Costco (Gas) - 8251 Eastchase Pkwy; I-85 Exit 11; Montgomery,AL 36117>334-270-7460
-88.117864,30.64957,Costco (Gas) - 1450 Tingle Circle W; I-65 Exit 1; Mobile,AL 36606>251-308-7030
-92.452328,34.758578,Costco (Gas) - 16901 Chenal Pkwy; Little Rock,AR 72223>501-817-8603
-111.985145,33.474271,Costco (Gas) - 4502 East Oak St; Phoenix,AZ 85008>602-808-0101
-112.127938,33.492157,Costco (Gas) - 3801 N 33rd Ave; I-17 Exit 202; Phoenix,AZ 85017>480-293-2123
-112.115858,33.659513,Costco (Gas/Diesel) - 19001 N 27th Ave; I-17 Exit 214; Phoenix,AZ 85027>623-293-4403
-111.986626,33.604148,Costco (Gas) - 4570 E Cactus Rd; Phoenix,AZ 85032>480-308-7044
-112.028789,33.67133,Costco (Gas) - 2450 E Beardsley Rd; AZ-101 Exit 28; Phoenix,AZ 85050>480-375-2850
-111.6354704,33.26425109,Costco (Gas/Diesel) - 20260 S Ellsworth Rd;  Queen Creek,AZ 85142 >480-847-1000
-111.669376,33.388798,Costco (Gas) - 1444 S Sossaman Rd; AZ-60 Exit 189; Mesa,AZ 85209>480-333-6550
-111.898873,33.293473,Costco (Gas) - 595 S Galleria Way; AZ-202 Exit 50B; Chandler,AZ 85226>480-375-2051
-111.840433,33.376299,Costco (Gas) - 1415 N Arizona Ave; AZ-60 Exit 179; Gilbert,AZ 85233>480-293-0053
-111.900647,33.62407,Costco (Gas) - 15255 N Hayden Rd; AZ-101 Exit 38/39; Scottsdale,AZ 85260>480-948-5040
-111.96185,33.34713,Costco (Gas) - 1445 W Elliot Rd; I-10 Exit 157; Tempe,AZ 85284>480-496-6651
-111.744989,33.296136,Costco (Gas) - 2887 S Market St; Gilbert,AZ 85295>480-366-3950
-112.232641,33.642349,Costco (Gas) - 17550 N 79th Ave; AZ-101 Exit 15; Glendale,AZ 85308>623-776-4003
-112.410033,33.609339,Costco (Gas) - 16385 W Waddell Rd; Surprise,AZ 85388>602-325-1799
-112.274438,33.467334,Costco (Gas) - 10000 W McDowell Rd; I-10 Exit 133; Avondale,AZ 85392>623-907-5663
-110.859813,32.251294,Costco (Gas) - 6255 E Grant Rd; Tucson,AZ 85712>520-886-6376
-110.946766,32.179971,Costco (Gas) - 1650 E Tucson Marketplace; I-10 Exit 261; Tuscon,AZ 85713>520-791-7340
-111.04966,32.326112,Costco (Gas) - 3901 W Costco Dr; I-10 Exit 250; Tucson,AZ 85741>520-797-1980
-112.396843,34.547881,Costco (Gas/Diesel) - 3911 AZ-69; Prescott,AZ 86301>928-541-2203
-120.388151,50.654991,Costco (Gas) - 1675 Versatile Dr; Kamloops,BC V1S 1W7>250-374-4209
-119.430054,49.880477,Costco - 2125 Baron Rd; Kelowna,BC V1X 0B2>250-870-5200
-122.771487,53.883146,Costco (Gas) - 2555 Range Rd; Prince George,BC V2N 4GB>250-561-1784
-122.266127,49.022821,Costco (Gas) - 1127 Sumas Way; BC-1 Exit 92; Abbotsford,BC V2S 8H2>604-850-3458
-122.654811,49.119599,Costco (Gas) - 20499 64th Ave; Langley,BC V2Y 1N5>604-539-8902
-122.74518,49.256434,Costco (Gas) - 2370 Ottawa St; Port Coquitlam,BC V3B 7Z1>604-552-1158
-122.84572,49.13744,Costco - 7423 King George Hwy; Surrey,BC V3W 5A8>604-596-7435
-122.9189,49.25132,Costco - 3550 Brighton Ave; Burnaby,BC V5A 4W3>604-420-2338
-122.9189,49.25132,Costco - 3550 Brighton Ave; Burnaby,BC V5A 4W3>604-420-2338
-123.001236,49.261654,Costco - 4500 Still Creek Dr; BC-1 Exit 29; Burnaby,BC V5C 0E5>604-435-6695
-123.001236,49.261654,Costco - 4500 Still Creek Dr; Burnaby,BC V5C 0E5>604-435-6695
-123.10879,49.27861,Costco - 605 Expo Blvd; Vancouver,BC V6B 1V4>604-622-5050
-123.122824,49.192502,Costco - 9151 Bridgeport Rd; BC-99 Exit 39; Richmond,BC V6X 3L9>604-270-6523
-123.501499,48.458039,Costco (Gas) - 799 McCallum Rd; Victoria,BC V9B 6A2>250-391-0972
-124.9619,49.713216,Costco (Gas) - 588 Crown Isle Blvd; Courtenay,BC V9N 0A6>250-331-8700
-124.045,49.236774,Costco - 6700 Island Highway N; Nanaimo,BC V9V 1K8>250-390-3231
-118.263965,34.129009,Costco - 2901 Los Feliz Blvd; I-5 Exit 141; Los Angeles,CA 90039>323-644-5201
-118.141262,33.994516,Costco (Gas/Diesel) - 6333 Telegraph Rd; I-5 Exit 128; Commerce,CA 90040>323-767-2640
-118.342576,33.918618,Costco (Gas/Diesel) - 12530 Praire Ave; Hawthorne,CA 90250>310-220-8826
-118.373465,33.899816,Costco (Gas) - 14501 Hindry Ave; I-405 Exit 43; Hawthorne,CA 90250>310-727-0403
-118.447453,33.993031,Costco (Gas) - 13463 Washington Blvd; Marina del Rey,CA 90292>310-754-2003
-118.333785,33.943286,Costco (Gas) - 3560 W Century Blvd; Inglewood,CA 90303>310-242-2777
-118.334226,33.80822,Costco (Gas/Diesel) - 2640 Lomita Blvd; Torrance,CA 90505>310-891-1020
-117.9687,33.933034,Costco (Gas) - 101 N Beach Blvd; La Habra,CA 90631>562-524-0001
-118.102311,33.919881,Costco (Gas/Diesel) - 12324 Hoxie Ave; I-605 Exit 9 or 10; Norwalk,CA 90650>562-929-0826
-118.136754,33.8505,Costco (Gas) - 340 Lakewood Center Mall; Lakewood,CA 90712>562-295-1506
-118.039464,33.804531,Costco (Gas) - 5401 Katella Ave; I-605 Exit 1; Cypress,CA 90720>562-668-5152
-118.16474,33.803265,Costco (Gas) - 2200 E Willow St; I-405 Exit 29; Signal Hill,CA 90755>562-427-2537
-118.550325,34.230673,Costco (Gas) - 8810 Tampa Ave; Northridge,CA 91324>818-775-1860
-118.427186,34.272342,Costco (Gas) - 13550 Paxton St; CA-118 Exit 44; Pacoima,CA 91331>818-272-2700
-118.797122,34.152178,Costco - 5700 Lindero Canyon Rd; CA-101 Exit 39; Westlake Village,CA 91362>818-597-3901
-118.602814,34.186963,Costco (Gas/Diesel) - 21800 Victory Blvd; Woodland Hills,CA 91367>818-884-9099
-118.461634,34.404672,Costco (Gas) - 18649 Via Princessa; CA-14 Exit 6; Santa Clarita,CA 91387>661-250-2818
-118.463562,34.181421,Costco (Gas) - 6100 Sepulveda Blvd; I-405 Exit 65; Van Nuys,CA 91411>818-464-1480
-118.323807,34.185815,Costco (Gas) - 1051 W Burbank Blvd; I-5 Exit 146; Burbank,CA 91506>818-557-3783
-118.380171,34.199735,Costco - 11428 Sherman Way; North Hollywood,CA 91605>818-423-7082
-117.925681,34.131982,Costco (Gas) - 1220 W Foothill Blvd; I-210 Exit 38; Azusa,CA 91702>626-812-7911
-117.742454,34.014146,Costco (Gas) - 13111 Peyton Dr; Chino Hills,CA 91709>909-464-2900
-117.548114,34.079006,Costco (Gas) - 11800 4th St; I-15 Exit 110; Rancho Cucamonga,CA 91739>909-581-1700
-117.922303,33.994637,Costco (Gas) - 17550 Castleton St; CA-60 Exit 18; City of Industry,CA 91748>626-839-3053
-117.556991,34.000208,Costco (Gas) - 5030 Hammer Ave; I-5 Exit 105; Eastvale,CA 91752>951-749-7190
-118.103251,34.037264,Costco (Gas) - 2000 Market Place Dr; Monterey Park,CA 91755>323-890-1904
-117.50423,34.063807,Costco - 3680 E Guasti Rd; I-10 Exit 56; Ontario,CA 91761>909-789-1221
-117.690558,34.083034,Costco (Gas) - 9404 Central Ave; I-10 Exit 49; Montclair,CA 91763>909-575-5004
-117.828417,34.113535,Costco (Gas) - 520 N Lone Hill Ave; San Dimas,CA 91773>909-962-5507
-118.148531,34.089515,Costco (Gas) - 2207 W Commonwealth Ave; Alhambra,CA 91803>626-289-7164
-117.022265,32.637558,Costco (Gas/Diesel) - 895 East H St; I-805 Exit 7; Chula Vista,CA 91910>619-656-0826
-117.083846,32.608833,Costco (Gas) - 1130 Broadway; I-5 Exit 6; Chula Vista,CA 91911>619-205-1501
-117.024581,32.773775,Costco (Gas) - 8125 Fletcher Pkwy; I-8 Exit 13; La Mesa,CA 91941>619-667-8504
-117.31655,33.120138,Costco (Gas) - 951 Palomar Airport Rd; I-5 Exit 47; Carlsbad,CA 92011>760-929-0963
-117.032326,32.93518,Costco (Gas) - 12155 Tech Center Dr; Poway,CA 92064>858-848-2451
-117.124706,33.136465,Costco (Gas) - 725 Center Dr; CA-78 Exit 16; San Marcos,CA 92069>760-480-6615
-116.987309,32.841297,Costco (Gas) - 101 Town Center Pkwy; Santee,CA 92071>619-562-3227
-117.183533,33.137211,Costco - 150 S Bent Ave; CA-78 Exit 12; San Marcos,CA 92078>760-410-5681
-117.276448,33.18833,Costco (Gas) - 1755 Hacienda Dr; CA-78 Exit 4; Vista,CA 92081>760-631-7255
-117.116054,32.712802,Costco (Gas) - 650 Gateway Center Dr; CA-94 Exit 2; San Diego,CA 92102>619-358-2303
-117.128624,32.782487,Costco (Gas) - 2345 Fenton Pkwy; San Diego,CA 92108>619-358-4000
-117.153749,32.816477,Costco - 7803 Othello Ave; San Diego,CA 92111>858-790-6750
-117.225899,32.823589,Costco (Gas) - 4605 Morena Blvd; I-5 Exit 23; San Diego,CA 92117>858-270-6920
-117.076942,32.987135,Costco (Gas) - 12350 Carmel Mountain Rd; San Diego,CA 92128>858-675-0248
-116.389363,33.803945,Costco (Gas) - 72800 Dinah Shore Dr; I-10 Exit 131; Palm Desert,CA 92211>760-770-2810
-115.572955,32.812024,Costco (Gas) - 2030 N Imperial Ave; El Centro,CA 92243>760-353-2380
-116.273501,33.704383,Costco (Gas) - 79795 CA-111; La Quinta,CA 92253>760-775-0370
-117.443071,34.137526,Costco (Gas) - 16505 Sierra Lakes Pkwy; I-210 Exit 66 or 67; Fontana,CA 92336>909-770-5639
-117.318536,34.515099,Costco (Gas) - 14555 Valley Center Dr; I-15 Exit 151; Victorville,CA 92392>760-524-9904
-117.263372,34.06839,Costco (Gas) - 1099 E Hospitality Ln; I-10 Exit 74; San Bernardino,CA 92408>909-478-3445
-117.339829,33.696321,Costco (Gas) - 29315 Central Ave; I-15 Exit 77; Lake Elsinore,CA 92532>951-253-6030
-117.277018,33.935476,Costco (Gas) - 12700 Day St; CA-60 Exit 59; Moreno Valley,CA 92553>951-697-8900
-117.1705889,33.60054342,Costco (Gas) - 35875 Warm Spgs Pkwy; Murrieta,CA 92563>951-223-4839
-117.154362,33.521227,Costco (Gas/Diesel) - 26610 Ynez Rd; I-15 Exit 61; Temecula,CA 92591>951-719-2000
-117.745618,33.660192,Costco (Gas/Diesel) - 115 Technology West Dr; I-5 Exit 94; Irvine,CA 92618>949-453-0435
-117.996841,33.732982,Costco (Gas) - 7562 Center Ave; I-405 Exit 16; Huntington Beach,CA 92647>714-372-7510
-117.678038,33.46957,Costco (Gas) - 33961 Doheny Park Rd; San Juan Capistrano,CA 92675>949-240-3558
-117.676959,33.555311,Costco (Gas) - 27972 Cabot Rd; Laguna Niguel,CA 92677>949-364-0217
-117.710912,33.566778,Costco (Gas) - 27220 Heather Ridge Rd; Laguna Niguel,CA 92677>949-389-8703
-117.993071,33.768513,Costco - 13225 Beach Blvd; Westminster,CA 92683>657-400-7006
-117.931733,33.703448,Costco (Gas) - 17900 Newhope; I-405 Exit 12; Fountain Valley,CA 92708>714-338-2183
-117.822905,33.699912,Costco (Gas) - 2700 Park Ave; Tustin,CA 92782>714-338-1933
-117.796501,33.728469,Costco - 2655 El Camino Real; I-5 Exit 101; Tustin,CA 92782>714-838-7895
-117.922128,33.862454,Costco (Gas) - 900 S Harbor Blvd; CA-91 Exit 28; Fullerton,CA 92832>714-738-7521
-117.940721,33.772405,Costco (Gas) - 11000 Garden Grove Blvd; CA-22 Exit 11; Garden Grove,CA 92843>714-638-6308
-117.522629,33.88612,Costco (Gas) - 480 N McKinley St; CA-91 Exit 53; Corona,CA 92879>951-279-1190
-117.743992,33.875818,Costco (Gas) - 22633 Savi Ranch Pkwy; CA-91 Exit 39; Yorba Linda,CA 92887>714-282-6650
-119.147739,34.225207,Costco (Gas/Diesel) - 2001 E Ventura Blvd; CA-101 Exit 60/61; Oxnard,CA 93036>805-983-4200
-118.796294,34.283786,Costco (Gas/Diesel) - 2660 Park Center Dr; CA-118 Exit 22; Simi Valley,CA 93065>805-578-3301
-119.874786,34.427788,Costco - 7095 Market Place Dr; CA-101 Exit 108; Goleta,CA 93117>805-685-3199
-119.50206,36.328655,Costco (Gas/Diesel) - 2395 E Lacey Blvd; Hanford,CA 93230>559-670-6008
-119.306547,36.29282,Costco (Gas/Diesel) - 1405 W Cameron Ave; Visalia,CA 93277>559-735-2400
-119.049137,35.384448,Costco (Gas/Diesel) - 3800 Rosedale Hwy; CA- 99 Exit 26; Bakersfield,CA 93308>661-852-2643
-119.058331,35.297436,Costco (Gas) - 4900 Panama Ln; CA-99 Exit 20; Bakersfield,CA 93313>661-398-4740
-120.691223,35.251848,Costco (Gas) - 1540 Froom Ranch Way; San Luis Obispo,CA 93405>805-541-7000
-120.419782,34.927552,Costco (Gas/Diesel) - 1700 S Bradley Rd; Santa Maria,CA 93454>805-928-8459
-118.151561,34.66175,Costco (Gas) - 1141 W Ave L; CA-14 Exit 41; Lancaster,CA 93534>661-802-4470
-119.70065,36.806001,Costco (Gas) - 2270 Clovis Ave; Clovis,CA 93612>559-291-3377#1360
-119.787951,36.839631,Costco (Gas/Diesel) - 7100 N Abby St; CA-41 Exit 134; Fresno,CA 93720>559-437-3643
-119.874082,36.809907,Costco (Gas) - 4500 W Shaw Ave; CA-99 Exit 140; Fresno,CA 93722>559-271-6511
-121.668553,36.703852,Costco - 1339 N Davis Rd; CA-101 Exit 330; Salinas,CA 93907>831-424-4242
-121.845388,36.616958,Costco - 801 Tioga Ave; Sand City,CA 93955>831-899-1256
-122.095432,37.420747,Costco - 1000 N Rengstorff Ave; CA-101 Exit 400; Mountain View,CA 94043>650-988-1841
-122.216576,37.479307,Costco (Gas) - 2300 Middlefield Rd; CA-101 Exit 408; Redwood City,CA 94063>650-365-9384
-122.448871,37.665603,Costco (Gas) - 1600 El Camino Real; South San Francisco,CA 94080>650-757-3003
-122.401137,37.661183,Costco - 900 Dubuque Ave; CA-101 Exit 425; South San Francisco,CA 94080>650-784-4047
-122.400632,37.642356,Costco (Gas) - 451 S Airport Blvd; South San Francisco,CA 94080>650-872-2021
-121.994668,37.372026,Costco (Gas) - 150 Lawrence Station Rd; CA-101 Exit 394; Sunnyvale,CA 94086>408-470-8000
-122.410808,37.770712,Costco - 450 10th St; San Francisco,CA 94103>415-626-4388
-122.27469,37.561758,Costco - 1001 Metro Center Blvd; Foster City,CA 94404>650-286-0739
-121.838914,38.009793,Costco (Gas) - 2201 Verne Roberts Cir; CA-4 Exit 26; Antioch,CA 94509>925-757-7130
-122.034196,37.959142,Costco (Gas/Diesel) - 2400 Monument Blvd; Concord,CA 94520>925-566-4003
-121.972853,37.78259,Costco - 3150 Fostoria Way; I-680 Exit 38; Danville,CA 94526>925-277-0407
-122.144911,38.215406,Costco (Gas) - 5101 Business Center Dr; I-80 Exit 40; Fairfield,CA 94534>707-864-3816
-121.973307,37.50183,Costco (Gas) - 43621 Pacific Commons Blvd; I-880 Exit 15; Fremont,CA 94538>510-897-1091
-122.10278,37.667516,Costco - 22330 Hathaway Ave; I-880 Exit 29; Hayward,CA 94541>510-259-6600
-122.088805,37.615927,Costco (Gas) - 28505 Hesperian Blvd; I-880 Exit 25; Hayward,CA 94545>510-921-3126
-121.812562,37.702888,Costco (Gas) - 2800 Independence Dr; I-580 Exit 50; Livermore,CA 94551>925-443-6306
-122.181804,37.720511,Costco (Gas) - 1900 Davis St; I-880 Exit 34; San Leandro,CA 94577>510-562-6708
-122.213426,38.133233,Costco (Gas) - 198 Plaza Dr; I-80 Exit 33; Vallejo,CA 94591>707-553-6400
-122.322617,37.898005,Costco (Gas) - 4801 Central Ave; I-580 Exit 14; Richmond,CA 94804>510-898-2003
-122.717443,38.353073,Costco (Gas/Diesel) - 5901 Redwood Dr; CA-101 Exit 483; Rohnert Park,CA 94928>707-540-9113
-122.550638,38.087262,Costco - 300 Vintage Way; CA-101 Exit 460/462; Novato,CA 94945>415-899-1332
-121.556611,37.008381,Costco (Gas) - 7251 Camino Arroyo; CA-101 Exit 356; Gilroy,CA 95020>408-848-0700
-121.938725,37.357265,Costco (Gas) - 1601 Coleman Ave; Santa Clara,CA 95050>408-567-9000
-122.034014,36.984381,Costco (Gas/Diesel) - 220 Sylvania Ave; Santa Cruz,CA 95060>831-469-0961
-121.851795,37.309751,Costco (Gas) - 2201 Senter Rd; San Jose,CA 95112>408-275-0199
-121.879999,37.253214,Costco - 5301 Almaden Expressway; CA-85 Exit 5; San Jose,CA 95118>408-723-0964
-121.78469,37.243211,Costco (Gas/Diesel) - 6898 Raleigh Rd; San Jose,CA 95119>408-908-7929
-121.809565,37.317951,Costco - 2376 S Evergreen Loop; San Jose,CA 95122>669-236-4679
-121.884167,37.390484,Costco (Gas) - 1709 Automation Pkwy; I-680 Exit 5; San Jose,CA 95131>408-678-2150
-121.292752,38.018799,Costco (Gas) - 1616 E Hammer Ln; CA-99 Exit 258; Stockton,CA 95210>209-478-2045
-121.263328,38.10026,Costco (Gas) - 2680 Reynolds Ranch Pkwy; CA-99 Exit 263; Lodi,CA 95240>209-366-7300
-121.260319,37.785154,Costco (Gas) - 2440 Daniels St; CA-120 Exit 3; Manteca,CA 95336>209-825-8200
-120.496987,37.303226,Costco (Gas) - 1445 R Street; Merced,CA 95340>209-725-5020
-121.066252,37.700208,Costco (Gas) - 3801 Pelandale Ave; CA-99 Exit 233; Modesto,CA 95356>209-342-4903
-121.475704,37.750507,Costco (Gas) - 3250 W Grant Line Rd; I-205 EXit 6; Tracy,CA 95377>209-830-5343
-120.888552,37.519131,Costco (Gas) - 2955 N Tegner Rd; CA-99 Exit 215; Turlock,CA 95380>209-656-5301
-122.711425,38.419813,Costco (Gas) - 1900 Santa Rosa Ave; CA-101 Exit 488; Santa Rosa,CA 95407>707-566-6420
-123.197292,39.130108,Costco (Gas) - 1275 Airport Park Blvd; Ukiah,CA 95482>707-313-8012
-124.182942,40.792172,Costco (Gas) - 1006 W Wabash Ave; Eureka,CA 95501>707-441-8750
-121.29713,38.689428,Costco (Gas) - 7000 Auburn Blvd; Citrus Heights,CA 95621>916-560-4000
-121.109486,38.645499,Costco (Gas/Diesel) - 1800 Cavitt Ct; CA-50 Exit 27; Folsom,CA 95630>916-850-1000
-121.267708,38.780118,Costco (Gas/Diesel) - 6750 Stanford Ranch Rd; CA-65 Exit 307; Roseville,CA 95678>916-789-1485
-121.980193,38.35053,Costco (Gas) - 1051 Hume Way; Vacaville,CA 95687>707-453-7343
-121.263848,38.588193,Costco (Gas) - 11260 White Rock Rd; Rancho Cordova,CA 95742>916-724-2240
-121.414025,38.407634,Costco (Gas/Diesel) - 7400 Elk Grove Blvd; Elk Grove,CA 95757>916-465-6050
-121.722189,38.672585,Costco (Gas) - 2299 Bronze Star Dr; I-5 Exit 536; Woodland,CA 95776>530-406-2120
-121.452667,38.597106,Costco (Gas) - 1600 Expo Pkwy; Sacramento,CA 95815>916-563-7002
-121.385529,38.607845,Costco - 3360 El Camino Ave; Sacramento,CA 95821>916-426-4556
-121.414341,38.468475,Costco (Gas) - 7981 E Stockton Blvd; Sacramento,CA 95823>916-682-3569
-121.811364,39.721196,Costco (Gas) - 2100 Dr MLK Pkwy; CA-99 Exit 384; Chico,CA 95928>530-332-1740
-122.344951,40.586359,Costco - 1300 Dana Dr; Redding,CA 96003>530-222-0199
-105.083002,39.790269,Costco (Gas) - 5195 Wadsworth Blvd; I-70 Exit 269; Arvada,CO 80002>303-463-3603
-104.868706,39.690654,Costco (Gas) - 1471 S Havana; Aurora,CO 80012>303-750-2116
-104.983261,39.99149,Costco (Gas) - 16375 N Washington St; I-25 Exit 228 or 229; Thornton,CO 80023>303-474-3255
-105.174286,39.959535,Costco (Gas) - 600 Marshall Rd; Superior,CO 80027>720-587-1000
-105.066639,39.862391,Costco (Gas) - 6400 W 92nd Ave; Westminster,CO 80030>303-650-1476
-105.008148,39.643831,Costco (Gas) - 4000 River Point Pkwy; Sheridan,CO 80110>303-200-1830
-105.086534,39.636904,Costco (Gas) - 7900 W Quincy Ave; Littleton,CO 80123>303-933-4931
-104.877403,39.557748,Costco (Gas) - 8686 Park Meadows Center Dr; Littleton,CO 80124>303-708-0012
-104.775951,39.555576,Costco (Gas) - 18414 Cottonwood Dr; I-470 Exit 5; Parker,CO 80134>303-583-1937
-105.014405,39.709312,Costco - 400 S Zuni St; I-25 Exit 207; Denver,CO 80223>303-830-4533
-105.0862996,40.15199795,Costco (Gas/Diesel) -  205 E Ken Pratt Blvd; Longmont,CO 80501 >303-827-2534
-104.98892,40.520554,Costco (Gas/Diesel) - 4705 Weitzel St; I-25 Exit 265; Timnath,CO 80547>970-416-6115
-104.821879,38.905252,Costco (Gas) - 5050 N Nevada Ave; Colorado Springs,CO 80918>719-264-5010
-104.71771,38.892736,Costco (Gas) - 5885 Barnes Rd; Colorado Springs,CO 80922>719-591-3000
-106.890825,39.644362,Costco (Gas/Diesel) - 170 Cooley Mesa Rd; Gypsum,CO 81637>970-328-7601
-72.764989,41.709821,Costco (Gas) - 405 Hartford Rd; New Britain,CT 06053>860-893-7001
-72.555862,41.818296,Costco (Gas) - 1220 Tamarack Ave; South Windsor,CT 06074>860-474-4031
-72.575101,41.994163,Costco (Gas) - 75 Freshwater Blvd; I-91 Exit 47; Enfield,CT 06082>860-394-2001
-72.212701,41.359448,Costco (Gas) - 284 Flanders Rd; I-95 Exit 74; East Lyme,CT 06333>860-739-4700
-73.024667,41.250934,Costco (Gas) - 1718 Boston Post Rd; Milford,CT 06460>203-882-8881
-72.967736,41.539385,Costco (Gas) - 3600 E Main St; I-84 Exit 25 or 26; Waterbury,CT 06705>203-596-9967
-73.406385,41.441957,Costco (Gas) - 200 Federal Rd; Brookfield,CT 06804>203-740-7623
-73.451455,41.092017,Costco - 779 Connecticut Ave; Norwalk,CT 06854>203-822-2000
-76.950432,38.920378,Costco - 2441 Market St NE; Washington,DC 20018>202-269-8540
-75.647557,39.677752,Costco (Gas) - 900 Center Blvd; Newark,DE 19702>302-894-0511
-81.46280157,29.98204278,Costco (Gas) - 215 World Commerce Pkwy; Saint Augustine,FL 32092>904-687-1299
